BiGG	COG_cat	GO	KEGG	best_OG	eggNOG_Desc	eggNOGs	em_evalue	em_score	kingdom	name	nog_dataset	orf	seed_ortho	tax_scope	contig	taxa	nog_phylum	plot_classification
AHSERL2,CYSTL	E	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576	K01740	1577S|3.15412008919e-219|730.893127441	Cys/Met metabolism PLP-dependent enzyme	08IQK@bactNOG,1577S@plaNOG,COG2873@NOG	7.099999999999998e-222	724.4	bact	METY	plaNOG	SAMEA2619678_1957727_17	243090.RB8221	bactNOG[38]	SAMEA2619678_1957727	Bacteria	Planctomycetes	diderm
	S		K06876	05EXX|1.90761558676e-156|524.977661133	Deoxyribodipyrimidine photolyase-related protein	05EXX@bactNOG,09A0H@bctoNOG,0P8EU@flaNOG,COG3046@NOG	3.399999999999999e-142	468.7	bact	PHOTOLYASE	bctoNOG;flaNOG	SAMEA2619678_18326_6	867900.Celly_0725	bactNOG[38]	SAMEA2619678_18326	Bacteria		Unclassified_Bact
	L	GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006260,GO:0006261,GO:0006265,GO:0006276,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008094,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009295,GO:0009340,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022402,GO:0030541,GO:0032991,GO:0034641,GO:0034645,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051276,GO:0055086,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0072521,GO:0072523,GO:0090304,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658	K02470,K02622	0QIIA|1.3625369749e-300|1001.05670166	DNA topoisomerase IV, subunit B	05C7D@bactNOG,0QIIA@gproNOG,16PUV@proNOG,COG0187@NOG	1.899999999999999e-256	846.0	bact	PARE	proNOG	SAMEA2619678_1610908_2	167879.CPS_4176	bactNOG[38]	SAMEA2619678_1610908	Bacteria	Proteobacteria	diderm
	T			0P77S|3.31286721067e-193|644.591369629	two component, sigma54 specific, transcriptional regulator	05C1W@bactNOG,099FB@bctoNOG,0P77S@flaNOG,COG2204@NOG	6.299999999999998e-171	559.4	bact	CRDA	flaNOG	SAMEA2619678_1441038_7	886377.Murru_0375	bactNOG[38]	SAMEA2619678_1441038	Bacteria	Flavobacteriia	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1099.43017578	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1284.0	bact	PRPE	proNOG	SAMEA2619667_9487_8	439493.PB7211_25	bactNOG[38]	SAMEA2619667_9487	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1113.40148926	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1175.7	bact	PRPE	proNOG	SAMEA2619667_8164_2	335992.SAR11_0624	bactNOG[38]	SAMEA2619667_8164	Bacteria	Proteobacteria	diderm
	P		K10112	00BQE|2.44151128802e-177|592.722717285	Abc transporter related protein	00BQE@actNOG,05C53@bactNOG,COG3842@NOG	1.3999999999999998e-141	461.7	bact		actNOG	SAMEA2619667_7989_3	269800.Tfu_1763	bactNOG[38]	SAMEA2619667_7989	Bacteria	Actinobacteria	monoderm
	J	GO:0001071,GO:0001121,GO:0001130,GO:0001131,GO:0001141,GO:0001217,GO:0002161,GO:0003674,GO:0003700,GO:0003824,GO:0004812,GO:0004813,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006399,GO:0006412,GO:0006417,GO:0006418,GO:0006419,GO:0006448,GO:0006450,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016020,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0016876,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019752,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043167,GO:0043169,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045892,GO:0045934,GO:0046483,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051252,GO:0051253,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:2000112,GO:2000113,GO:2001141	K01872	05CIM|0.0|1095.1295166	Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain (By similarity)	05CIM@bactNOG,0CZID@chlNOG,COG0013@NOG	3.299999999999998e-244	809.4	bact	ALAS	chlNOG	SAMEA2619667_6_49	290512.Paes_0302	bactNOG[38]	SAMEA2619667_6	Bacteria	Chlorobi	diderm
DXPS	H	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006725,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008614,GO:0008615,GO:0008654,GO:0008661,GO:0009058,GO:0009108,GO:0009110,GO:0009228,GO:0009240,GO:0009987,GO:0016740,GO:0016744,GO:0018130,GO:0019288,GO:0019438,GO:0019637,GO:0019682,GO:0019752,GO:0019842,GO:0030145,GO:0030975,GO:0030976,GO:0032787,GO:0034641,GO:0036094,GO:0040007,GO:0042180,GO:0042181,GO:0042364,GO:0042375,GO:0042723,GO:0042724,GO:0042816,GO:0042819,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0045426,GO:0046483,GO:0046490,GO:0046872,GO:0046914,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:1901135,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1901661,GO:1901663,GO:1901681	K01662	05C2V|1.01311227378e-247|827.64440918	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D-xylulose-5-phosphate (DXP) (By similarity)	00D2T@actNOG,05C2V@bactNOG,COG1154@NOG	1.8999999999999993e-191	633.9	bact	DXS	actNOG	SAMEA2619667_60_27	525909.Afer_0479	bactNOG[38]	SAMEA2619667_60	Bacteria	Actinobacteria	monoderm
	L	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008855,GO:0009056,GO:0009057,GO:0009318,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0019439,GO:0032991,GO:0034641,GO:0034655,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575	K03601	05DVS|4.82498891912e-158|530.564331055	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)	05DVS@bactNOG,0QINW@gproNOG,16R8T@proNOG,COG1570@NOG	5.699999999999999e-112	371.0	bact	XSEA	proNOG	SAMEA2619667_4709_5	498211.CJA_2105	bactNOG[38]	SAMEA2619667_4709	Bacteria	Proteobacteria	diderm
	L	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008855,GO:0009056,GO:0009057,GO:0009318,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0019439,GO:0032991,GO:0034641,GO:0034655,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:1901360,GO:1901361,GO:1901575	K03601	05DVS|4.34654118973e-145|487.832397461	Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)	05DVS@bactNOG,0QINW@gproNOG,16R8T@proNOG,COG1570@NOG	1.5999999999999997e-98	326.9	bact	XSEA	proNOG	SAMEA2619667_4321_3	377629.TERTU_2618	bactNOG[38]	SAMEA2619667_4321	Bacteria	Proteobacteria	diderm
FUM	C	GO:0003674,GO:0003824,GO:0004333,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006091,GO:0006099,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015980,GO:0016020,GO:0016829,GO:0016835,GO:0016836,GO:0030312,GO:0040007,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0045333,GO:0055114,GO:0071944	K01679	05C9Q|1.10232060959e-195|655.260498047	fumarate hydratase class II	05C9Q@bactNOG,0EP44@cloNOG,0NDIE@firmNOG,COG0114@NOG	3.5999999999999987e-159	526.2	bact	FUMC	cloNOG;firmNOG	SAMEA2619667_2867_16	867903.ThesuDRAFT_1802	bactNOG[38]	SAMEA2619667_2867	Bacteria		Unclassified_Bact
	L	GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006259,GO:0006260,GO:0006261,GO:0006265,GO:0006276,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008094,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009059,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009295,GO:0009340,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022402,GO:0030541,GO:0032991,GO:0034641,GO:0034645,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051276,GO:0055086,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0072521,GO:0072523,GO:0090304,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901657,GO:1901658	K02470,K02622	0QIIA|3.07794723577e-297|989.977172852	DNA topoisomerase IV, subunit B	05C7D@bactNOG,0QIIA@gproNOG,16PUV@proNOG,COG0187@NOG	6.999999999999996e-259	854.0	bact	PARE	proNOG	SAMEA2619667_26627_7	396588.Tgr7_2123	bactNOG[38]	SAMEA2619667_26627	Bacteria	Proteobacteria	diderm
	S	GO:0005575,GO:0016020	K14393	07QS2|5.65080017425e-245|816.911560059	Symporter	07QS2@bactNOG,0CZ4Z@chlNOG,COG4147@NOG	2.3999999999999986e-276	910.1	bact		chlNOG	SAMEA2619667_21729_5	290512.Paes_1651	bactNOG[38]	SAMEA2619667_21729	Bacteria	Chlorobi	diderm
NADH17pp	C	GO:0005575,GO:0016020	K00341	0GBQW|1.78190450202e-189|634.941833496	subunit l	05D65@bactNOG,0GBQW@delNOG,0HCHG@dproNOG,16QW2@proNOG,COG1009@NOG	3.799999999999999e-129	424.9	bact	NUOL	proNOG	SAMEA2619667_19289_15	880072.Desac_2106	bactNOG[38]	SAMEA2619667_19289	Bacteria	Proteobacteria	diderm
	S			05CSB|2.41702834045e-86|291.928466797	rhodopsin	01VFD@aproNOG,05CSB@bactNOG,11G9N@NOG,1782J@proNOG	5.1999999999999985e-142	463.2	bact		proNOG	SAMEA2619667_18279_8	439493.PB7211_669	bactNOG[38]	SAMEA2619667_18279	Bacteria	Proteobacteria	diderm
	C		K00325	05C15|7.88207595699e-183|612.387268066	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)	055MU@bacteNOG,05C15@bactNOG,09ACU@bctoNOG,COG1282@NOG	0.0	1109.2	bact	PNTB	bacteNOG;bctoNOG	SAMEA2619667_1232_3	679937.Bcop_2306	bactNOG[38]	SAMEA2619667_1232	Bacteria		Unclassified_Bact
PANTS	H	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01918	08IAA|7.73826140983e-101|340.4637146	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate (By similarity)	08IAA@bactNOG,0F70T@cloNOG,0P664@firmNOG,COG0414@NOG	1.7999999999999997e-81	268.8	bact	PANC	cloNOG;firmNOG	SAMEA2619548_790908_6	580327.Tthe_2223	bactNOG[38]	SAMEA2619548_790908	Bacteria		Unclassified_Bact
	Q	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016119,GO:0016120,GO:0016491,GO:0016627,GO:0036094,GO:0042214,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044710,GO:0046246,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0071949,GO:0097159,GO:1901265,GO:1901363,GO:1901576	K09835,K10027	05EWK|6.09093685321e-155|520.323913574	phytoene	05EWK@bactNOG,0QMXQ@gproNOG,16QIR@proNOG,COG1233@NOG	1.1999999999999995e-188	622.6	bact	CRTI	proNOG	SAMEA2619548_2907062_8	455436.GHTCC_010100003759	bactNOG[38]	SAMEA2619548_2907062	Bacteria	Proteobacteria	diderm
	S			05CSB|2.38447170954e-83|282.089385986	rhodopsin	01VFD@aproNOG,05CSB@bactNOG,11G9N@NOG,1782J@proNOG	2.899999999999999e-128	418.3	bact		proNOG	SAMEA2619548_2864805_10	335992.SAR11_0625	bactNOG[38]	SAMEA2619548_2864805	Bacteria	Proteobacteria	diderm
	U	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006605,GO:0006612,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055086,GO:0070727,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03106	05CB9|8.91515928407e-211|704.995300293	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	05CB9@bactNOG,099NM@bctoNOG,0P7TT@flaNOG,COG0541@NOG	9.999999999999997e-217	716.5	bact	FFH	bctoNOG;flaNOG	SAMEA2619548_2793914_11	391587.KAOT1_11852	bactNOG[38]	SAMEA2619548_2793914	Bacteria		Unclassified_Bact
	U	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006605,GO:0006612,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055086,GO:0070727,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03106	05CB9|2.21449092998e-214|716.791931152	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	05CB9@bactNOG,099NM@bctoNOG,0P7TT@flaNOG,COG0541@NOG	6.599999999999998e-214	707.1	bact	FFH	bctoNOG;flaNOG	SAMEA2619548_2483572_2	860228.Ccan_14810	bactNOG[38]	SAMEA2619548_2483572	Bacteria		Unclassified_Bact
	V		K06147,K06148,K11085	0KRPM|8.49764002942e-196|653.322570801	ABC transporter	0KRPM@eurNOG,COG1132@NOG,arCOG02841@arNOG	3.999999999999998e-272	896.0	arch			SAMEA2619548_2353923_5	274854.MG2_0181	arNOG[11]	SAMEA2619548_2353923	Archaea		Archaea
	J	GO:0000166,GO:0000175,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0004654,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009987,GO:0016020,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0017076,GO:0019001,GO:0019439,GO:0030312,GO:0030551,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034655,GO:0035438,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:0097159,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575	K00962	05C62|3.42518562962e-313|1044.11181641	Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3'- to 5'-direction (By similarity)	05C62@bactNOG,0ENWB@cloNOG,0NDC5@firmNOG,COG1185@NOG	6.399999999999996e-223	738.4	bact	PNP	cloNOG;firmNOG	SAMEA2619548_2196513_10	555088.DealDRAFT_2424	bactNOG[38]	SAMEA2619548_2196513	Bacteria		Unclassified_Bact
ENO	G	GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0009986,GO:0044424,GO:0044464	K01689	05C70|6.87778436141e-213|710.363769531	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	05C70@bactNOG,099YR@bctoNOG,0P7QI@flaNOG,COG0148@NOG	1.7999999999999995e-204	675.8	bact	ENO	bctoNOG;flaNOG	SAMEA2619548_214064_5	156586.BBFL7_00897	bactNOG[38]	SAMEA2619548_214064	Bacteria		Unclassified_Bact
	P		K10112	00BQE|1.55302385108e-176|590.065124512	Abc transporter related protein	00BQE@actNOG,05C53@bactNOG,COG3842@NOG	3.7e-142	463.5	bact		actNOG	SAMEA2619548_1963449_2	469383.Cwoe_2935	bactNOG[38]	SAMEA2619548_1963449	Bacteria	Actinobacteria	monoderm
CTPS1,CTPS2	F		K01937	0KRTS|1.82379433652e-239|797.003417969	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen (By similarity)	0KRTS@eurNOG,COG0504@NOG,arCOG00063@arNOG	1.799999999999999e-278	916.5	arch	PYRG		SAMEA2619548_1236059_85	274854.MG2_1629	arNOG[11]	SAMEA2619548_1236059	Archaea		Archaea
	O	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K12574	05CN5|9.89095336368e-149|499.730987549	Metallo-Beta-Lactamase	05CN5@bactNOG,0QKVB@gproNOG,16QP7@proNOG,COG0595@NOG	1.8999999999999995e-158	524.1	bact	RNJA	proNOG	SAMEA2619531_913490_2	1026882.MAMP_02046	bactNOG[38]	SAMEA2619531_913490	Bacteria	Proteobacteria	diderm
	L	GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	K11927	05C1J|6.04826472713e-132|443.438781738	atp-dependent rna helicase	01QED@aproNOG,05C1J@bactNOG,16PDE@proNOG,COG0513@NOG	7.299999999999997e-88	293.4	bact	RHLE	proNOG	SAMEA2619531_827535_12	391896.A1I_01955	bactNOG[38]	SAMEA2619531_827535	Bacteria	Proteobacteria	diderm
