#orf	Prob	Evalue	Pvalue	Score	SS	Cols	Query_HMM	Template_HMM	Identity	Similarity	Sum_probs	Template_Neff	subject_header
SAMEA2619802_5130_1	100.0	8.4E-42	1.6E-46	288.8	0.0	225	6-232	5-233 (235)	51	0.867	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2591108_248239_14	100.0	4.6E-43	8.8E-48	296.5	0.0	226	4-229	3-229 (235)	58	1.095	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619548_2636264_3	98.4	5.3E-10	1E-14	105.1	0.0	198	262-545	43-245 (258)	15	0.182	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621203_1764108_14	99.9	6.3E-33	1.2E-37	243.0	0.0	201	4-230	16-243 (244)	23	0.299	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621066_1483717_1	100.0	3E-40	5.7E-45	297.5	0.0	220	50-276	5-234 (244)	19	0.276	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2622842_2143320_2	98.6	3.5E-11	6.8E-16	107.7	0.0	224	49-281	2-235 (258)	13	0.117	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621176_71027_6	100.0	4.3E-44	8.2E-49	303.3	0.0	234	1-234	1-234 (235)	42	0.895	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620404_88891_6	100.0	2.2E-40	4.3E-45	286.4	0.0	222	15-245	1-226 (235)	18	0.263	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2623627_1549160_3	100.0	1E-42	2E-47	294.0	0.0	228	1-234	1-230 (235)	54	1.011	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620979_1151402_17	96.9	1E-05	2E-10	74.0	0.0	120	230-374	75-201 (258)	15	0.223	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2591084_1130515_9	100.0	1.1E-44	2E-49	305.7	0.0	229	1-232	1-229 (235)	61	1.100	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622733_3213538_5	100.0	4.2E-43	8.1E-48	295.2	0.0	226	2-229	5-230 (235)	55	1.057	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621551_337221_55	100.0	8.6E-42	1.7E-46	296.2	0.0	218	19-242	3-223 (247)	23	0.311	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2622822_1932268_7	100.0	2.2E-42	4.2E-47	302.2	0.0	228	27-255	4-232 (235)	60	1.114	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2591122_592547_5	99.9	5.7E-30	1.1E-34	228.0	0.0	193	4-214	31-265 (291)	21	0.332	0.0	7.200	5B0W_B Halorhodopsin; seven trans-membrane helices, retinylidene protein; HET: RET, L3P, 22B, BNG; 1.7A {Natronomonas pharaonis DSM 2160}
SAMEA2622837_1296357_5	98.4	5.1E-10	9.7E-15	102.1	0.0	187	144-361	45-241 (258)	16	0.192	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623426_1159016_10	100.0	9.1E-39	1.7E-43	272.7	0.0	207	4-220	13-241 (244)	24	0.330	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623919_1299782_10	98.4	4.3E-10	8.4E-15	103.0	0.0	198	130-357	43-245 (258)	15	0.220	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623426_1843906_8	99.9	4.6E-32	8.8E-37	233.2	0.0	202	6-227	5-218 (220)	13	0.138	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2621221_793712_48	98.3	1E-09	1.9E-14	103.5	0.0	198	194-445	45-247 (258)	16	0.131	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623135_753636_12	100.0	2E-33	3.9E-38	244.7	0.0	209	1-228	7-234 (235)	21	0.328	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619678_1091987_5	100.0	4.1E-43	7.9E-48	306.3	0.0	228	28-255	4-232 (235)	55	1.025	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620979_1529727_5	100.0	2.5E-38	4.8E-43	272.3	0.0	216	4-226	5-239 (244)	23	0.311	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2591108_1504030_5	99.9	3.9E-32	7.4E-37	237.2	0.0	200	9-231	6-227 (235)	16	0.140	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2621066_800421_5	98.2	1.5E-09	2.9E-14	100.7	0.0	198	218-507	45-247 (258)	14	0.176	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621044_2178422_3	98.2	1.8E-09	3.5E-14	99.2	0.0	190	98-302	45-244 (258)	11	0.118	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621020_821955_7	100.0	6.4E-43	1.2E-47	291.7	0.0	219	1-223	5-225 (235)	16	0.239	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2622048_4063490_15	100.0	2.5E-42	4.8E-47	301.4	0.0	224	30-253	8-231 (235)	54	1.075	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621259_1472578_12	99.9	1E-28	1.9E-33	215.3	0.0	215	2-233	3-234 (235)	20	0.373	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623627_483156_19	100.0	8E-36	1.5E-40	266.3	0.0	220	1-228	30-270 (291)	15	0.167	0.0	7.200	5B0W_B Halorhodopsin; seven trans-membrane helices, retinylidene protein; HET: RET, L3P, 22B, BNG; 1.7A {Natronomonas pharaonis DSM 2160}
SAMEA2619399_1397592_7	100.0	3E-40	5.7E-45	282.6	0.0	221	11-240	8-229 (235)	43	0.823	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621132_1473180_3	99.9	2.6E-32	5E-37	240.1	0.0	193	1-223	1-214 (247)	18	0.312	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2621990_29857_2	100.0	1E-42	1.9E-47	295.6	0.0	228	1-230	1-230 (235)	56	1.066	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619531_2026006_3	100.0	4.9E-42	9.4E-47	302.4	0.0	230	31-265	4-234 (235)	67	1.163	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622738_1361998_19	100.0	8.3E-44	1.6E-48	302.8	0.0	228	6-233	5-233 (235)	58	1.058	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619399_702530_6	100.0	3.2E-43	6.1E-48	306.8	0.0	229	20-249	3-231 (243)	82	1.376	0.0	7.800	2L6X_A Green-light absorbing proteorhodopsin; proteorhodopsin, membrane protein structure, cell-free; HET: RET; NMR {uncultured marine gamma proteobacterium EBAC31A08}
SAMEA2623734_3302266_2	100.0	9.6E-40	1.8E-44	284.1	0.0	224	15-255	1-225 (235)	17	0.255	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2623079_305571_4	100.0	1.7E-42	3.3E-47	302.6	0.0	230	27-256	4-233 (235)	60	1.149	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620979_255452_14	100.0	4.8E-36	9.2E-41	277.2	0.0	230	53-285	3-254 (275)	18	0.297	0.0	7.900	5G28_A CHLORIDE PUMPING RHODOPSIN; SIGNALING PROTEIN; HET: RET, OLA; 1.57A {NONLABENS MARINUS S1-08}
SAMEA2620979_1300252_6	100.0	2.2E-34	4.2E-39	248.4	0.0	198	8-223	9-228 (229)	23	0.351	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2621839_2098079_4	98.0	8.4E-09	1.6E-13	93.5	0.0	186	68-265	45-235 (258)	13	0.195	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623350_968492_14	98.3	5.8E-10	1.1E-14	101.9	0.0	189	124-322	45-244 (258)	12	0.101	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622376_786143_2	100.0	8.5E-35	1.6E-39	261.4	0.0	197	62-280	22-221 (227)	18	0.211	0.0	8.200	1S51_A bacteriorhodopsin; membrane protein  bacteriorhodopsin, PROTON; HET: RET; 2.0A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2623734_1132328_2	100.0	5.7E-42	1.1E-46	299.5	0.0	237	1-250	1-247 (262)	24	0.345	0.0	7.800	1M0K_A BACTERIORHODOPSIN; ION PUMP, MEMBRANE PROTEIN, RETINAL; HET: LI1, SQU, RET; 1.43A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2591108_1658860_3	100.0	5.5E-37	1.1E-41	259.1	0.0	201	8-216	20-241 (244)	22	0.346	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619667_7989_1	100.0	9.3E-43	1.8E-47	288.2	0.0	219	1-221	1-219 (220)	71	1.199	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2621509_848262_3	99.9	3.6E-33	6.9E-38	233.8	0.0	178	12-191	26-238 (244)	19	0.339	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2622695_1620542_2	99.9	4.6E-33	8.8E-38	239.6	0.0	189	7-215	7-221 (227)	19	0.313	0.0	8.200	1S51_A bacteriorhodopsin; membrane protein  bacteriorhodopsin, PROTON; HET: RET; 2.0A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2623627_565846_3	100.0	6.6E-44	1.3E-48	310.5	0.0	241	1-245	8-259 (273)	43	0.760	0.0	7.700	3DDL_A Xanthorhodopsin; rhodopsin, carotenoid, ion pump, light-harvesting; HET: SXN, UNL, PCW, RET, PX4; 1.9A {Salinibacter ruber}
SAMEA2619879_1000653_1	98.6	4.9E-11	9.5E-16	109.4	0.0	201	96-322	45-248 (258)	13	0.168	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619399_851392_2	100.0	8.6E-38	1.6E-42	284.5	0.0	226	23-254	10-270 (291)	18	0.290	0.0	7.200	5B0W_B Halorhodopsin; seven trans-membrane helices, retinylidene protein; HET: RET, L3P, 22B, BNG; 1.7A {Natronomonas pharaonis DSM 2160}
SAMEA2622119_2070287_20	100.0	4.3E-40	8.2E-45	280.8	0.0	212	2-226	14-241 (244)	19	0.299	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2622695_257008_3	100.0	1.1E-40	2.2E-45	286.8	0.0	219	12-243	3-226 (235)	44	0.867	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622316_213743_4	96.6	3E-05	5.8E-10	67.0	0.0	188	52-239	37-250 (258)	12	0.073	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620734_222131_2	100.0	5.8E-42	1.1E-46	304.6	0.0	221	43-279	3-229 (229)	23	0.322	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2622695_1683057_1	100.0	1.7E-42	3.3E-47	301.6	0.0	231	24-254	2-232 (235)	57	1.131	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619399_720605_2	100.0	3.1E-44	6E-49	310.7	0.0	230	20-249	2-232 (235)	59	1.115	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623116_2122016_6	100.0	4.3E-39	8.3E-44	273.7	0.0	210	5-221	14-241 (244)	20	0.270	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2620979_1299316_24	100.0	1.5E-35	2.9E-40	257.7	0.0	205	3-225	12-239 (244)	17	0.209	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2620980_769391_30	98.4	5E-10	9.7E-15	100.5	0.0	178	67-247	45-235 (258)	13	0.157	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621045_1281069_15	100.0	3.5E-43	6.8E-48	296.9	0.0	228	1-234	1-230 (235)	53	0.997	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621203_2353750_4	100.0	2.4E-35	4.7E-40	267.5	0.0	223	1-241	30-270 (291)	14	0.124	0.0	7.200	5B0W_B Halorhodopsin; seven trans-membrane helices, retinylidene protein; HET: RET, L3P, 22B, BNG; 1.7A {Natronomonas pharaonis DSM 2160}
SAMEA2591122_2294687_35	100.0	5.2E-43	9.9E-48	303.3	0.0	227	24-250	4-230 (235)	55	1.045	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621839_1737175_2	100.0	1.2E-51	2.4E-56	383.4	0.0	272	25-298	3-274 (275)	32	0.627	0.0	7.900	5FJG_A CHLORIDE PUMPING RHODOPSIN; TRANSPORT PROTEIN; HET: OLA, ANR; 2.0A {NONLABENS MARINUS S1-08}
SAMEA2620035_1387165_2	100.0	1.2E-42	2.3E-47	304.1	0.0	229	27-256	4-233 (235)	55	1.083	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621859_1126630_4	98.1	5.3E-09	1E-13	96.0	0.0	194	109-311	45-250 (258)	15	0.095	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621260_77361_10	100.0	5.5E-40	1.1E-44	285.4	0.0	206	13-231	10-236 (244)	20	0.249	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619879_313579_3	100.0	4.3E-40	8.3E-45	310.8	0.0	243	50-313	5-272 (288)	19	0.290	0.0	7.600	4XTN_A KR2; ion pump, membrane protein; HET: LFA, MPG, LYR, NA; 2.2A {Dokdonia eikasta}
SAMEA2623135_2766230_14	96.1	0.00018	3.5E-09	64.2	0.0	95	57-157	33-130 (258)	18	0.292	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621020_2500473_9	100.0	3.2E-42	6.1E-47	291.3	0.0	223	2-229	5-229 (235)	48	0.910	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623463_92848_8	98.5	1.2E-10	2.3E-15	108.5	0.0	187	152-347	45-244 (258)	13	0.085	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622119_982967_6	100.0	4.8E-43	9.2E-48	297.6	0.0	227	1-231	1-230 (243)	54	0.979	0.0	7.800	2L6X_A Green-light absorbing proteorhodopsin; proteorhodopsin, membrane protein structure, cell-free; HET: RET; NMR {uncultured marine gamma proteobacterium EBAC31A08}
SAMEA2620980_19116_14	100.0	2.6E-43	5.1E-48	306.8	0.0	230	15-251	10-242 (244)	20	0.238	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2620078_932_9	100.0	1.3E-41	2.4E-46	295.0	0.0	232	13-248	3-235 (235)	43	0.798	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623868_354372_3	96.3	0.0001	2E-09	66.3	0.0	88	157-248	43-133 (258)	19	0.239	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621216_2687082_65	98.1	5.8E-09	1.1E-13	93.2	0.0	187	64-254	45-250 (258)	16	0.145	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621509_1177852_14	100.0	4.1E-39	7.9E-44	289.3	0.0	213	54-272	14-241 (244)	19	0.287	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2620404_2008087_3	100.0	3.6E-35	7E-40	257.6	0.0	220	2-225	11-252 (275)	20	0.245	0.0	7.900	5G28_A CHLORIDE PUMPING RHODOPSIN; SIGNALING PROTEIN; HET: RET, OLA; 1.57A {NONLABENS MARINUS S1-08}
SAMEA2621260_1410034_10	100.0	1.9E-39	3.6E-44	282.0	0.0	221	11-238	1-241 (244)	21	0.304	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621221_793712_8	98.2	2.2E-09	4.2E-14	98.3	0.0	204	100-350	43-251 (258)	10	0.065	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622695_914952_5	100.0	3.9E-43	7.6E-48	304.9	0.0	228	24-251	3-230 (235)	55	1.042	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623627_1855253_2	100.0	9.6E-43	1.8E-47	304.0	0.0	227	29-255	3-230 (235)	57	1.097	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622695_1563479_5	99.9	1E-32	1.9E-37	238.2	0.0	195	9-220	20-241 (244)	19	0.334	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621044_2272193_2	100.0	4.4E-43	8.5E-48	306.1	0.0	229	27-255	4-232 (235)	56	1.111	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622673_750013_58	100.0	7.8E-52	1.5E-56	385.1	0.0	273	24-298	2-274 (275)	36	0.660	0.0	7.900	5G28_A CHLORIDE PUMPING RHODOPSIN; SIGNALING PROTEIN; HET: RET, OLA; 1.57A {NONLABENS MARINUS S1-08}
SAMEA2619766_64065_4	100.0	1.7E-42	3.2E-47	292.8	0.0	223	9-234	2-225 (235)	18	0.290	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2619818_43501_4	100.0	9.5E-44	1.8E-48	309.5	0.0	229	26-254	2-230 (235)	56	1.059	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619818_3383_4	100.0	3.5E-43	6.7E-48	292.4	0.0	220	1-223	1-220 (220)	67	1.157	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2619548_440876_7	98.3	8.6E-10	1.7E-14	103.4	0.0	199	237-520	43-245 (258)	14	0.123	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620855_847055_7	97.6	1.5E-07	2.8E-12	86.0	0.0	147	163-333	45-201 (258)	12	0.113	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622710_1507532_4	100.0	9.4E-41	1.8E-45	290.1	0.0	219	19-247	3-224 (247)	23	0.315	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2622677_485980_2	100.0	1.4E-42	2.6E-47	301.9	0.0	229	22-250	4-232 (235)	53	1.060	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619782_21286_4	100.0	7.1E-41	1.4E-45	287.4	0.0	219	12-239	10-238 (244)	20	0.256	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619376_8480_1	100.0	7.5E-42	1.4E-46	298.1	0.0	225	30-254	4-229 (235)	65	1.115	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622690_2123894_35	100.0	1.3E-42	2.4E-47	296.8	0.0	228	7-237	5-233 (235)	57	1.091	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620979_183907_7	100.0	6.1E-36	1.2E-40	261.4	0.0	196	2-218	14-234 (244)	22	0.309	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623350_824910_38	100.0	1.1E-44	2E-49	309.3	0.0	235	1-235	1-235 (235)	54	1.043	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623059_1072183_4	100.0	1.8E-33	3.5E-38	244.1	0.0	206	7-235	1-228 (229)	17	0.271	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2622362_1333351_12	100.0	8E-42	1.5E-46	299.4	0.0	229	27-256	4-233 (235)	56	1.096	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621260_813344_4	100.0	4.2E-42	8.1E-47	298.5	0.0	235	3-251	5-239 (244)	19	0.272	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621044_1001140_1	99.9	1.3E-30	2.5E-35	240.2	0.0	211	29-264	6-235 (247)	18	0.206	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2621021_1019528_3	100.0	2.3E-43	4.5E-48	308.8	0.0	227	30-256	4-231 (235)	56	1.029	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
